,file_name,pitch,roll,yaw,eye_pitch,eye_yaw,magnitude,label
63,63.jpg,0.322630022,-0.399363922,-1.888423391,-7.238137067,10.72401185,11,head_straight_eye_straight
64,64.jpg,0.322630022,-0.399363922,-1.888423391,-7.238137067,10.72401185,11,head_straight_eye_straight
65,65.jpg,0.416430617,-0.663858681,-1.991055983,-6.884348671,9.083236639,9,head_straight_eye_straight
66,66.jpg,0.416430617,-0.663858681,-1.991055983,-6.884348671,9.083236639,9,head_straight_eye_straight
67,67.jpg,0.597205353,-0.377677026,-2.000462234,-8.46914535,10.65777079,10,head_straight_eye_straight
68,68.jpg,0.597205353,-0.377677026,-2.000462234,-8.46914535,10.65777079,10,head_straight_eye_straight
69,69.jpg,0.037019687,-0.280102348,-1.827795662,-4.402372772,11.86445764,12,head_straight_eye_straight
70,70.jpg,0.037019687,-0.280102348,-1.827795662,-4.402372772,11.86445764,12,head_straight_eye_straight
71,71.jpg,0.702348378,-0.556649839,-2.261288411,-5.072906009,6.419106796,6,head_straight_eye_straight
72,72.jpg,0.702348378,-0.556649839,-2.261288411,-5.072906009,6.419106796,6,head_straight_eye_straight
73,73.jpg,-0.437861889,-0.314627684,-2.066854838,-5.612885743,7.681940718,7,head_straight_eye_straight
74,74.jpg,-0.437861889,-0.314627684,-2.066854838,-5.612885743,7.681940718,7,head_straight_eye_straight
75,75.jpg,0.092416618,-0.496442266,-1.933519903,-8.39436637,16.14464541,16,head_straight_eye_straight
76,76.jpg,0.092416618,-0.496442266,-1.933519903,-8.39436637,16.14464541,16,head_straight_eye_straight
77,77.jpg,0.014100611,-0.427229578,-2.077460793,-8.000364905,9.948666041,9,head_straight_eye_straight
78,78.jpg,0.014100611,-0.427229578,-2.077460793,-8.000364905,9.948666041,9,head_straight_eye_straight
79,79.jpg,0.649054844,-0.401413761,-1.89297255,-10.3322723,12.06607524,12,head_straight_eye_straight
80,80.jpg,0.649054844,-0.401413761,-1.89297255,-10.3322723,12.06607524,12,head_straight_eye_straight
81,81.jpg,0.681998892,-0.267521787,-2.151538251,-8.376540838,15.86865638,15,head_straight_eye_straight
82,82.jpg,0.681998892,-0.267521787,-2.151538251,-8.376540838,15.86865638,15,head_straight_eye_straight
83,83.jpg,0.117260532,-0.487384818,-2.039329853,-8.833628818,7.014044947,7,head_straight_eye_straight
84,84.jpg,0.117260532,-0.487384818,-2.039329853,-8.833628818,7.014044947,7,head_straight_eye_straight
85,85.jpg,-0.064160598,-0.293900641,-1.732548201,-7.454466366,4.344430488,4,head_straight_eye_straight
86,86.jpg,-0.064160598,-0.293900641,-1.732548201,-7.454466366,4.344430488,4,head_straight_eye_straight
87,87.jpg,0.251157346,-0.423358769,-1.562416707,-5.706335997,13.60051044,13,head_straight_eye_straight
88,88.jpg,0.251157346,-0.423358769,-1.562416707,-5.706335997,13.60051044,13,head_straight_eye_straight
89,89.jpg,0.458483999,-0.371167257,-1.510263156,-6.875407293,7.60771254,7,head_straight_eye_straight
90,90.jpg,0.458483999,-0.371167257,-1.510263156,-6.875407293,7.60771254,7,head_straight_eye_straight
91,91.jpg,1.057237722,-0.251414501,-2.029893151,-7.416635703,7.024323487,6,head_straight_eye_straight
92,92.jpg,1.057237722,-0.251414501,-2.029893151,-7.416635703,7.024323487,6,head_straight_eye_straight
93,93.jpg,0.728059062,-0.273597678,-1.717034022,-5.642077829,6.850702906,6,head_straight_eye_straight
94,94.jpg,0.728059062,-0.273597678,-1.717034022,-5.642077829,6.850702906,6,head_straight_eye_straight
95,95.jpg,0.527102502,-0.629129174,-1.929945953,-3.686735363,4.556149068,4,head_straight_eye_straight
96,96.jpg,0.527102502,-0.629129174,-1.929945953,-3.686735363,4.556149068,4,head_straight_eye_straight
97,97.jpg,1.117096287,-0.369692502,-1.767009132,-7.840052214,7.848554053,7,head_straight_eye_straight
98,98.jpg,1.117096287,-0.369692502,-1.767009132,-7.840052214,7.848554053,7,head_straight_eye_straight
99,99.jpg,1.044433445,-0.150271344,-2.081414663,-4.630364525,4.164194118,3,head_straight_eye_straight
100,100.jpg,1.044433445,-0.150271344,-2.081414663,-4.630364525,4.164194118,3,head_straight_eye_straight
101,101.jpg,0.948806076,-0.183637275,-1.51969967,-4.775566207,4.686522416,4,head_straight_eye_straight
102,102.jpg,0.948806076,-0.183637275,-1.51969967,-4.775566207,4.686522416,4,head_straight_eye_straight
103,103.jpg,1.160112888,-0.351177414,-2.14024818,-7.052446608,13.31707598,12,head_straight_eye_straight
104,104.jpg,1.160112888,-0.351177414,-2.14024818,-7.052446608,13.31707598,12,head_straight_eye_straight
105,105.jpg,0.714248268,-0.276652678,-2.220312815,-4.265903152,8.598808965,8,head_straight_eye_straight
106,106.jpg,0.714248268,-0.276652678,-2.220312815,-4.265903152,8.598808965,8,head_straight_eye_straight
107,107.jpg,0.678428126,-0.149464194,-1.883018718,-6.987813317,6.819752578,6,head_straight_eye_straight
108,108.jpg,0.678428126,-0.149464194,-1.883018718,-6.987813317,6.819752578,6,head_straight_eye_straight
109,109.jpg,0.947039799,-0.247745535,-2.035803188,-4.965301895,10.54258031,10,head_straight_eye_straight
110,110.jpg,0.947039799,-0.247745535,-2.035803188,-4.965301895,10.54258031,10,head_straight_eye_straight
111,111.jpg,1.058351833,-0.352493529,-1.790489724,-5.69200524,8.782868142,9,head_straight_eye_straight
112,112.jpg,1.058351833,-0.352493529,-1.790489724,-5.69200524,8.782868142,9,head_straight_eye_straight
113,113.jpg,1.189198744,0.062405991,-2.303677805,-7.694321558,10.78223251,10,head_straight_eye_straight
114,114.jpg,1.189198744,0.062405991,-2.303677805,-7.694321558,10.78223251,10,head_straight_eye_straight
115,115.jpg,0.97892464,-0.307205116,-2.097717064,-6.46183177,6.347801294,6,head_straight_eye_straight
116,116.jpg,0.97892464,-0.307205116,-2.097717064,-6.46183177,6.347801294,6,head_straight_eye_straight
117,117.jpg,-0.189938639,-0.117389595,-2.081990417,-7.51737952,7.911752567,7,head_straight_eye_straight
118,118.jpg,-0.189938639,-0.117389595,-2.081990417,-7.51737952,7.911752567,7,head_straight_eye_straight
119,119.jpg,-0.152586262,-0.125261849,-1.651770082,-8.701149645,5.017085512,5,head_straight_eye_straight
120,120.jpg,-0.152586262,-0.125261849,-1.651770082,-8.701149645,5.017085512,5,head_straight_eye_straight
121,121.jpg,0.114138879,-0.146545523,-2.075745774,-8.503744726,3.616740848,4,head_straight_eye_straight
122,122.jpg,0.114138879,-0.146545523,-2.075745774,-8.503744726,3.616740848,4,head_straight_eye_straight
123,123.jpg,0.436532351,-0.008420176,-2.305767998,-10.05677699,11.05084499,12,head_straight_eye_straight
124,124.jpg,0.436532351,-0.008420176,-2.305767998,-10.05677699,11.05084499,12,head_straight_eye_straight
125,125.jpg,-0.041901244,-0.127944682,-2.057504388,-10.53494956,6.430960966,8,head_straight_eye_straight
126,126.jpg,-0.041901244,-0.127944682,-2.057504388,-10.53494956,6.430960966,8,head_straight_eye_straight
127,127.jpg,1.031407819,-0.455275887,-2.041591596,-8.076930363,7.989813586,7,head_straight_eye_straight
128,128.jpg,1.031407819,-0.455275887,-2.041591596,-8.076930363,7.989813586,7,head_straight_eye_straight
129,129.jpg,0.405500655,-0.21465772,-1.787202984,-6.786952737,9.042384875,9,head_straight_eye_straight
130,130.jpg,0.405500655,-0.21465772,-1.787202984,-6.786952737,9.042384875,9,head_straight_eye_straight
131,131.jpg,0.22029414,-0.121535231,-1.734737362,-8.345265304,11.64852254,11,head_straight_eye_straight
132,132.jpg,0.22029414,-0.121535231,-1.734737362,-8.345265304,11.64852254,11,head_straight_eye_straight
133,133.jpg,0.659922322,-0.08282547,-2.035907949,-8.73304098,4.640829555,5,head_straight_eye_straight
134,134.jpg,0.659922322,-0.08282547,-2.035907949,-8.73304098,4.640829555,5,head_straight_eye_straight
135,135.jpg,0.588374325,0.046032907,-1.920391578,-7.659767176,2.864563662,3,head_straight_eye_straight
136,136.jpg,0.588374325,0.046032907,-1.920391578,-7.659767176,2.864563662,3,head_straight_eye_straight
137,137.jpg,0.699909019,-0.40641585,-2.109435636,-8.676271271,-0.185628483,3,head_straight_eye_straight
138,138.jpg,0.699909019,-0.40641585,-2.109435636,-8.676271271,-0.185628483,3,head_straight_eye_straight
139,139.jpg,0.764003755,-0.238654203,-1.865256942,-7.654218415,7.761413117,7,head_straight_eye_straight
140,140.jpg,0.764003755,-0.238654203,-1.865256942,-7.654218415,7.761413117,7,head_straight_eye_straight
141,141.jpg,0.922502405,-0.28217014,-1.739883106,-9.088360778,9.599033059,10,head_straight_eye_straight
142,142.jpg,0.922502405,-0.28217014,-1.739883106,-9.088360778,9.599033059,10,head_straight_eye_straight
143,143.jpg,-0.15244836,-0.008521487,-1.854543433,-12.55719717,5.773996418,9,head_straight_eye_straight
144,144.jpg,-0.15244836,-0.008521487,-1.854543433,-12.55719717,5.773996418,9,head_straight_eye_straight
145,145.jpg,-0.206947468,-0.056767975,-1.183591656,-8.617216585,5.647346524,6,head_straight_eye_straight
146,146.jpg,-0.206947468,-0.056767975,-1.183591656,-8.617216585,5.647346524,6,head_straight_eye_straight
147,147.jpg,1.280999161,-0.352687068,-1.873596017,-9.521848462,3.909862979,5,head_straight_eye_straight
148,148.jpg,1.280999161,-0.352687068,-1.873596017,-9.521848462,3.909862979,5,head_straight_eye_straight
149,149.jpg,0.238427862,-0.146750126,-1.21912848,-6.797796232,2.260153627,1,head_straight_eye_straight
150,150.jpg,0.238427862,-0.146750126,-1.21912848,-6.797796232,2.260153627,1,head_straight_eye_straight
151,151.jpg,0.350922077,-0.131028825,-1.884126394,-6.562613823,6.304545544,6,head_straight_eye_straight
152,152.jpg,0.350922077,-0.131028825,-1.884126394,-6.562613823,6.304545544,6,head_straight_eye_straight
153,153.jpg,0.293208344,-0.216663257,-1.572933478,-5.236128025,6.20483315,5,head_straight_eye_straight
154,154.jpg,0.293208344,-0.216663257,-1.572933478,-5.236128025,6.20483315,5,head_straight_eye_straight
155,155.jpg,0.158823773,-0.569729093,-1.886945077,-4.959139274,6.597834462,6,head_straight_eye_straight
156,156.jpg,0.158823773,-0.569729093,-1.886945077,-4.959139274,6.597834462,6,head_straight_eye_straight
157,157.jpg,0.1924491,-0.406064393,-1.847871164,-6.650668038,6.843450768,6,head_straight_eye_straight
158,158.jpg,0.1924491,-0.406064393,-1.847871164,-6.650668038,6.843450768,6,head_straight_eye_straight
159,159.jpg,0.336544542,-0.479345098,-1.878613435,-7.856696473,8.106751338,7,head_straight_eye_straight
160,160.jpg,0.336544542,-0.479345098,-1.878613435,-7.856696473,8.106751338,7,head_straight_eye_straight
161,161.jpg,0.97164782,-0.2335552,-2.167800037,-7.067265411,6.094423088,6,head_straight_eye_straight
162,162.jpg,0.97164782,-0.2335552,-2.167800037,-7.067265411,6.094423088,6,head_straight_eye_straight
163,163.jpg,0.974797523,-0.298647071,-1.867383533,-6.311663718,1.820924469,1,head_straight_eye_straight
164,164.jpg,0.974797523,-0.298647071,-1.867383533,-6.311663718,1.820924469,1,head_straight_eye_straight
165,165.jpg,0.667724699,-0.218700386,-2.154011238,-5.237040214,3.724893186,3,head_straight_eye_straight
166,166.jpg,0.667724699,-0.218700386,-2.154011238,-5.237040214,3.724893186,3,head_straight_eye_straight
167,167.jpg,0.580801773,-0.199850641,-1.336033031,-7.847614467,5.748545954,5,head_straight_eye_straight
168,168.jpg,0.580801773,-0.199850641,-1.336033031,-7.847614467,5.748545954,5,head_straight_eye_straight
169,169.jpg,0.894777611,-0.587418399,-1.717185462,-7.853154256,5.374935049,4,head_straight_eye_straight
170,170.jpg,0.894777611,-0.587418399,-1.717185462,-7.853154256,5.374935049,4,head_straight_eye_straight
171,171.jpg,0.512555711,-0.312443949,-1.521795367,-8.426381147,5.643519999,5,head_straight_eye_straight
172,172.jpg,0.512555711,-0.312443949,-1.521795367,-8.426381147,5.643519999,5,head_straight_eye_straight
173,173.jpg,0.926420103,-0.200752746,-2.125724384,-7.25396279,6.09560347,5,head_straight_eye_straight
174,174.jpg,0.926420103,-0.200752746,-2.125724384,-7.25396279,6.09560347,5,head_straight_eye_straight
175,175.jpg,0.321526908,-0.289634655,-1.548263961,-5.67120071,14.04493962,13,head_straight_eye_straight
176,176.jpg,0.321526908,-0.289634655,-1.548263961,-5.67120071,14.04493962,13,head_straight_eye_straight
177,177.jpg,0.407141952,-0.17998137,-1.730589499,-5.277976049,10.4098242,10,head_straight_eye_straight
178,178.jpg,0.407141952,-0.17998137,-1.730589499,-5.277976049,10.4098242,10,head_straight_eye_straight
179,179.jpg,0.286905945,-0.307523499,-1.625150776,-9.319835304,8.382695004,8,head_straight_eye_straight
180,180.jpg,0.286905945,-0.307523499,-1.625150776,-9.319835304,8.382695004,8,head_straight_eye_straight
181,181.jpg,0.159164261,-0.321805654,-1.782954944,-7.991257504,9.090919934,9,head_straight_eye_straight
182,182.jpg,0.159164261,-0.321805654,-1.782954944,-7.991257504,9.090919934,9,head_straight_eye_straight
183,183.jpg,0.447560523,-0.34188412,-1.818298626,-7.239809455,6.397700549,6,head_straight_eye_straight
184,184.jpg,0.447560523,-0.34188412,-1.818298626,-7.239809455,6.397700549,6,head_straight_eye_straight
185,185.jpg,0.092558121,-0.417799161,-1.377613427,-4.340568745,6.638661732,6,head_straight_eye_straight
186,186.jpg,0.092558121,-0.417799161,-1.377613427,-4.340568745,6.638661732,6,head_straight_eye_straight
187,187.jpg,0.528899017,-0.441683563,-1.612910263,-4.806992156,4.635777096,4,head_straight_eye_straight
188,188.jpg,0.528899017,-0.441683563,-1.612910263,-4.806992156,4.635777096,4,head_straight_eye_straight
189,189.jpg,0.714292678,-0.362876957,-1.785496843,-6.852389911,8.421791874,8,head_straight_eye_straight
190,190.jpg,0.714292678,-0.362876957,-1.785496843,-6.852389911,8.421791874,8,head_straight_eye_straight
191,191.jpg,0.714292678,-0.362876957,-1.785496843,-6.852389911,8.421791874,8,head_straight_eye_straight
192,192.jpg,-0.231995777,-0.527895291,-1.43085731,-10.33514213,11.26984365,11,head_straight_eye_straight
193,193.jpg,0.896468178,-0.325027741,-1.575865181,-10.79393398,8.841471511,10,head_straight_eye_straight
194,194.jpg,0.896468178,-0.325027741,-1.575865181,-10.79393398,8.841471511,10,head_straight_eye_straight
195,195.jpg,0.161082269,-0.306595236,-1.67570701,-7.336286113,7.726880559,7,head_straight_eye_straight
196,196.jpg,0.161082269,-0.306595236,-1.67570701,-7.336286113,7.726880559,7,head_straight_eye_straight
197,197.jpg,0.885177638,-0.539111852,-1.657600976,-9.698627443,9.131547401,10,head_straight_eye_straight
198,198.jpg,0.885177638,-0.539111852,-1.657600976,-9.698627443,9.131547401,10,head_straight_eye_straight
199,199.jpg,-0.209162013,-0.74175461,-1.294998079,-10.00834417,7.466963732,9,head_straight_eye_straight
200,200.jpg,-0.209162013,-0.74175461,-1.294998079,-10.00834417,7.466963732,9,head_straight_eye_straight
201,201.jpg,1.051830043,-0.419536864,-1.491571701,-4.905075661,9.203599093,9,head_straight_eye_straight
202,202.jpg,1.051830043,-0.419536864,-1.491571701,-4.905075661,9.203599093,9,head_straight_eye_straight
203,203.jpg,1.051830043,-0.419536864,-1.491571701,-4.905075661,9.203599093,9,head_straight_eye_straight
204,204.jpg,0.557782614,-0.497504582,-1.897389578,-6.203445181,5.44716995,5,head_straight_eye_straight
205,205.jpg,0.443356558,-0.534879425,-1.811081765,-6.898448855,4.689627423,4,head_straight_eye_straight
206,206.jpg,0.443356558,-0.534879425,-1.811081765,-6.898448855,4.689627423,4,head_straight_eye_straight
207,207.jpg,0.991338421,-0.448820699,-1.70724968,-9.405283899,13.00089299,14,head_straight_eye_straight
208,208.jpg,0.991338421,-0.448820699,-1.70724968,-9.405283899,13.00089299,14,head_straight_eye_straight
209,209.jpg,1.267166694,-0.515488317,-1.493646574,-6.509859795,1.874489166,1,head_straight_eye_straight
210,210.jpg,1.267166694,-0.515488317,-1.493646574,-6.509859795,1.874489166,1,head_straight_eye_straight
211,211.jpg,0.101852026,-0.432908165,-1.453886603,-6.888731063,4.508220948,4,head_straight_eye_straight
212,212.jpg,0.101852026,-0.432908165,-1.453886603,-6.888731063,4.508220948,4,head_straight_eye_straight
213,213.jpg,0.316614115,-0.525028428,-0.964461036,-6.248200081,6.943796288,7,head_straight_eye_straight
214,214.jpg,0.316614115,-0.525028428,-0.964461036,-6.248200081,6.943796288,7,head_straight_eye_straight
215,215.jpg,0.316614115,-0.525028428,-0.964461036,-6.248200081,6.943796288,7,head_straight_eye_straight
216,216.jpg,0.293974591,-0.469186134,-1.400742412,-9.27609996,1.906534052,3,head_straight_eye_straight
217,217.jpg,0.288712053,-0.37650196,-1.61192392,-8.018230135,7.887786021,7,head_straight_eye_straight
218,218.jpg,0.288712053,-0.37650196,-1.61192392,-8.018230135,7.887786021,7,head_straight_eye_straight
219,219.jpg,0.300952296,-0.219556857,-1.743872847,-9.255345247,3.982648797,5,head_straight_eye_straight
220,220.jpg,0.300952296,-0.219556857,-1.743872847,-9.255345247,3.982648797,5,head_straight_eye_straight
221,221.jpg,0.39537857,-0.63649204,-1.914274588,-8.656634829,8.871128057,9,head_straight_eye_straight
222,222.jpg,0.39537857,-0.63649204,-1.914274588,-8.656634829,8.871128057,9,head_straight_eye_straight
223,223.jpg,0.478585786,-0.219320518,-1.890799078,-6.723005541,1.427053949,1,head_straight_eye_straight
224,224.jpg,0.478585786,-0.219320518,-1.890799078,-6.723005541,1.427053949,1,head_straight_eye_straight
225,225.jpg,0.83884471,-0.757103284,-1.728706977,-8.482430285,1.108444519,3,head_straight_eye_straight
226,226.jpg,0.83884471,-0.757103284,-1.728706977,-8.482430285,1.108444519,3,head_straight_eye_straight
227,227.jpg,0.83884471,-0.757103284,-1.728706977,-8.482430285,1.108444519,3,head_straight_eye_straight
228,228.jpg,0.804314746,-0.625190221,-1.866989921,-8.446569413,3.751162253,4,head_straight_eye_straight
229,229.jpg,0.441668812,-0.454362468,-1.676311629,-9.417534888,1.824724263,4,head_straight_eye_straight
230,230.jpg,0.441668812,-0.454362468,-1.676311629,-9.417534888,1.824724263,4,head_straight_eye_straight
231,231.jpg,0.140346866,-0.513633626,-1.520177694,-6.296024381,2.924969132,2,head_straight_eye_straight
232,232.jpg,0.140346866,-0.513633626,-1.520177694,-6.296024381,2.924969132,2,head_straight_eye_straight
233,233.jpg,0.368760282,-0.442701435,-1.763869394,-5.063873519,5.680857957,5,head_straight_eye_straight
234,234.jpg,0.368760282,-0.442701435,-1.763869394,-5.063873519,5.680857957,5,head_straight_eye_straight
235,235.jpg,0.493942072,-0.264021969,-1.818510597,-6.43408153,5.656341363,5,head_straight_eye_straight
236,236.jpg,0.493942072,-0.264021969,-1.818510597,-6.43408153,5.656341363,5,head_straight_eye_straight
237,237.jpg,0.684484147,-0.360356678,-2.044983198,-10.16743293,6.660053613,8,head_straight_eye_straight
238,238.jpg,0.684484147,-0.360356678,-2.044983198,-10.16743293,6.660053613,8,head_straight_eye_straight
239,239.jpg,0.684484147,-0.360356678,-2.044983198,-10.16743293,6.660053613,8,head_straight_eye_straight
240,240.jpg,0.360727431,-0.484301731,-1.709873037,-10.18095754,9.250968788,10,head_straight_eye_straight
241,241.jpg,0.515921627,-0.277441454,-1.941432278,-6.27111242,2.636554744,2,head_straight_eye_straight
242,242.jpg,0.515921627,-0.277441454,-1.941432278,-6.27111242,2.636554744,2,head_straight_eye_straight
243,243.jpg,0.613938835,-0.772277926,-1.787594061,-9.278295757,7.432137499,8,head_straight_eye_straight
244,244.jpg,0.613938835,-0.772277926,-1.787594061,-9.278295757,7.432137499,8,head_straight_eye_straight
245,245.jpg,0.833320467,-0.372205037,-1.657326109,-7.785240052,4.810426984,4,head_straight_eye_straight
246,246.jpg,0.833320467,-0.372205037,-1.657326109,-7.785240052,4.810426984,4,head_straight_eye_straight
247,247.jpg,1.717995734,-0.648591504,-1.417373766,-7.697135826,2.622302589,3,head_straight_eye_straight
248,248.jpg,1.717995734,-0.648591504,-1.417373766,-7.697135826,2.622302589,3,head_straight_eye_straight
249,249.jpg,1.717995734,-0.648591504,-1.417373766,-7.697135826,2.622302589,3,head_straight_eye_straight
250,250.jpg,0.698105602,-0.492837304,-1.508464305,-8.113862335,0.122246085,3,head_straight_eye_straight
251,251.jpg,0.698105602,-0.492837304,-1.508464305,-8.113862335,0.122246085,3,head_straight_eye_straight
252,252.jpg,0.93530121,-0.34170253,-1.710961822,-10.26970012,9.000963861,9,head_straight_eye_straight
253,253.jpg,0.593500146,-0.436130618,-1.32278778,-9.918655073,4.879724014,6,head_straight_eye_straight
254,254.jpg,0.593500146,-0.436130618,-1.32278778,-9.918655073,4.879724014,6,head_straight_eye_straight
255,255.jpg,0.68940358,-0.35485564,-1.607390727,-9.291333408,7.753123341,8,head_straight_eye_straight
256,256.jpg,0.68940358,-0.35485564,-1.607390727,-9.291333408,7.753123341,8,head_straight_eye_straight
